,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,y
0,10.30114437577322,15.502998335328527,43.0210643019341,-11.462668653147091,-43.89507875702788,1.2093189328343996,-31.45056965364207,40.726743454130144,-30.292128662322217,11.00967465940441,38.03123214633713,-16.75258608372009,-6.758108139220099,23.907639029467546,-27.605711992794202,-1
1,-25.05961269522515,-5.038959041422416,49.67265427958901,-32.307711290795304,33.1374962418172,-2.471372360135824,-11.323278254656088,43.20988740512709,-39.76305435373318,1.98283773951853,2.962820823848425,21.761294797623677,-2.5831936706929497,36.02374700779657,15.53679488103451,-1
2,6.845315472556777,20.08975045761808,9.387580533895658,28.99744358596756,-8.463463298653949,-25.947808676001895,14.592938637429171,22.42212430385476,-22.892597635621936,-19.78914023844405,36.1488130558423,-27.611664132531477,-18.30683291027758,-35.0667171651526,8.780388059995929,1
3,-29.26065496910001,-45.81275415579008,25.487631006350213,16.460065855214452,-27.887933555976087,-30.386353979984058,47.503097194957974,36.66327335062856,-24.829394159619266,-21.05801601206053,-0.4167691061638479,11.299988596395558,-23.52371862548377,-32.79077827783941,-28.484487663698577,-1
4,-34.65895675103544,20.06578418324547,13.264324045730689,22.340791135940037,23.92179992110536,-46.28480820775408,-4.986331275243771,15.738923386672354,35.25786213616986,-20.27574043063476,7.543345819688533,36.76735436175501,42.866958703827734,24.147824809606945,34.74795857489359,-1
5,-27.983191135135044,-10.992910991055773,28.637648284976947,8.045413626990275,46.42045382784468,-16.77028004103841,37.85163248406673,21.936662921890132,49.03219393355475,11.977885535186097,-12.905987944365918,-28.775376781452877,37.573701867378844,-21.209053969389334,-10.570009608506972,1
6,-21.951450376097505,-39.14604686211063,22.054020582555026,23.960315890983836,15.096624883101725,-15.728322741026169,24.5208351857773,-27.719532332526697,-32.638149719174336,-47.800551677166126,-17.981309015833183,31.586132109312302,27.77478207706423,9.046196911855006,-4.207176030228723,-1
7,27.104385867450617,-10.703576452199947,35.21979989005784,17.710928564944084,-13.708574582441976,-18.47899619811181,10.009160761379086,21.636446205129232,13.522800607982276,-30.364089374383763,17.609883996842044,-42.56150906831356,-43.12364255123819,21.298612787744133,-24.184178857520354,-1
8,-27.56047414785422,36.52385699166882,3.361023391610921,47.19350525522263,-29.462883687463503,31.23513785446123,29.316363848442478,-49.856372252563276,-19.188835612903432,48.09580013237016,41.304579059797646,-11.871992170666545,37.15719897196685,-43.43913052974653,-37.48801081414568,1
9,-43.28469419856662,25.792250280961838,-47.218287216673026,14.197548707250391,-1.3358956488644367,-47.070623910516616,45.72562602054255,-26.966619007428417,24.27653650174119,-45.00780335894502,2.3619462633278516,-23.120995013681544,-30.192597039520397,27.697526073721093,-24.38816739883406,1
10,-18.591312530966142,34.67659635328857,33.3943401417325,-5.151036601182788,32.104493828099436,-14.376986255922034,-11.281160269356938,42.53909729385744,-8.731453825050515,13.862094249311518,-25.164574477234492,-45.13216551357833,17.258999202137886,27.123443353063152,-36.20404519479797,1
11,-16.513160867789324,26.449251802977884,-5.048104288692571,-41.17412054799382,-39.498811470998504,10.356097265571243,3.4194173281709794,-23.57623963918177,34.54061279539307,-46.1090036954532,-28.277605096225322,-24.01995466457736,39.48923193356654,-20.850513133499295,-36.660603500597304,1
12,-35.284465502749114,46.846994960003755,-24.74394216525637,-41.05506218431273,6.207496117369914,-38.372684125215116,12.888454968134688,-29.15912999506326,7.828237956724152,46.485517867488525,43.96661240949609,24.909408886077415,8.35159204616258,-36.78306124753837,39.09447308149031,1
13,-49.19043806079407,11.213273951343005,-5.952083986565157,23.79738627508617,43.46503524919059,20.029860315854947,-1.0486541694677882,12.810263579468497,-0.6055039871560339,-28.532103022007295,10.457066115092061,28.26395978079367,-27.471219021120252,-17.658352561363486,-33.21628516660138,1
14,-3.822709761443889,29.86117976004165,33.812155483891516,25.277407900100584,-28.150106368478667,-37.55990839180551,-45.39831132009853,16.891767544361997,-13.872000549089002,-22.47191649471888,24.705893900392823,45.681092236905656,48.629552701985276,27.204018062456598,41.86312961868768,-1
15,-12.892628249015445,35.01693682730709,13.916226022144826,8.205014808130151,47.63844316154075,35.366470078769865,-17.21591423116903,-0.6336024941717042,-17.598484469912236,2.148408994350447,-4.106599853382008,49.17570362935753,-29.63802847771053,-3.855793714566836,4.735581648011511,-1
16,-23.935353335547006,-18.986293215454364,-15.126803774048149,38.37514003855634,31.989932450353095,35.56647104872785,27.164337169269004,43.61895334312193,40.72048977285708,16.774978168413128,2.208976502989856,18.645339483475638,33.81644259166505,-47.39941114986136,-1.6095266395965595,1
17,31.851164227812546,-2.51919332087045,-16.686772543872706,10.540772804921815,-14.3366372123524,-37.940275815299415,-11.15326025672141,-39.76344190252061,-6.904647696321689,-7.601095761967223,-40.17614707085172,-17.453960190272312,-32.37521596256886,41.46834002675672,7.170959768901362,-1
18,12.765250724274821,-7.225169994499922,-42.59486307266152,-38.06125622214377,-39.79282158898663,2.845498650407741,-12.693073721985861,-7.77852347722213,23.338478520251243,21.410209262341823,42.64969654478608,-31.54642141537922,-30.936234751132265,39.84449505726974,8.5465785976805,1
19,-47.03873046691406,-8.9025998645091,-31.767278770978248,9.99681774688871,-6.239910031862685,6.222353028201944,-43.38289187224004,36.84578520668791,-28.399218225797707,-9.255265421838374,-8.931560724013984,-25.29226757884082,37.0448772136522,-9.641025448785442,-26.959003888292443,1
20,36.41951109211614,-19.750571087875592,-42.39860818315996,-5.658564499234664,-48.270236136673574,41.50558789200399,-4.532424269907622,20.63557700965967,-43.86466203252625,9.555345626469503,-21.17503766222457,22.887160613825344,-32.17388746610358,28.386691810161352,48.54243147274718,-1
21,49.806999770831126,5.691338836612516,-10.760422205242207,-28.031695217259657,-48.37536511858163,-23.286665721836563,-48.90620036091799,-2.3547659535266945,-22.7166296835981,15.558986327000753,-23.61744492819571,-28.05511376290246,14.717043551419792,-1.202246251038531,-43.66055365875822,-1
22,-17.741239476418343,-1.2814120641767914,-16.48360061788963,-18.27271410707191,-24.05639067956272,-23.652500738331618,-5.45463460210572,2.5900196720972417,-14.244590876388344,-41.80575173679634,37.432393492860044,16.683243965379035,-47.648975049257615,34.877785272568644,35.51187015560599,1
23,-9.69146480284143,-21.163997453463868,20.302831785642596,-19.161322338479494,-47.63308785953054,-47.6035913976836,-0.33272940509824167,47.75304683276049,-23.359859648418492,-3.633266331012898,-17.392825875903398,-36.71162944681087,14.586795225723364,33.561014117345636,38.265567276015034,1
24,16.397519962448385,8.084279292550079,26.443480330737017,-30.07565123447449,-38.24953877097296,-27.017278145000432,-46.176132756383815,-34.816776328145636,-49.99819732475233,4.6406851835021925,23.28601231064333,13.81893214762514,-19.16196334596988,-24.68762003030449,-31.68298585950302,-1
25,44.70928496717093,-40.93784482067979,40.87961462791222,-35.4444041697097,-10.081520302522641,-35.35327820980668,-24.95507837724992,33.50253804256664,-13.838277892116501,29.634362595613197,20.372324455454887,-3.5786468463591987,-40.04639004211617,32.605286372050145,-14.84278365629148,-1
26,24.94360579343882,-21.4924407357023,-33.76814687825882,-32.026470301567265,20.9628020350726,-23.66803652135303,-40.38939113512225,25.65943682420196,29.19584398436122,15.982383124072342,-38.69522805028792,21.36880441866758,-46.12066792672783,29.166255661888016,-43.217412413354516,-1
